,class,height,width,object_angle,distance
3575,Pedestrian,60.639999999999986,135.41,0.7,10.54
3576,Pedestrian,52.90999999999997,118.11999999999998,0.69,11.29
3577,Pedestrian,47.08000000000004,125.70999999999998,0.88,10.99
3578,Pedestrian,63.51000000000005,119.54999999999998,0.86,11.53
3579,Pedestrian,43.54000000000002,104.48000000000002,0.86,12.13
3580,Pedestrian,36.15999999999997,105.21000000000004,1.12,13.03
3581,Pedestrian,36.0,103.25,-2.0,11.42
3582,Cyclist,21.96999999999997,33.170000000000016,1.93,35.77
3583,Pedestrian,19.17999999999995,51.53999999999999,1.36,25.15
3584,Pedestrian,14.110000000000014,49.34,1.34,24.7
3585,Pedestrian,22.0,69.28,2.9,18.95
3586,Cyclist,37.960000000000036,70.03,-1.6,18.33
3587,Pedestrian,16.620000000000005,43.81,-0.68,27.53
3588,Pedestrian,22.15,76.35,2.84,17.25
3589,Pedestrian,9.950000000000045,40.78999999999999,2.72,32.24
3590,Pedestrian,6.439999999999941,29.809999999999974,2.39,43.8
3591,Cyclist,34.77999999999997,65.36000000000001,-1.77,21.57
3592,Cyclist,27.599999999999966,55.98000000000002,1.72,24.96
3593,Cyclist,22.290000000000077,51.920000000000016,1.63,25.42
3594,Cyclist,15.06000000000006,33.30000000000001,1.65,39.63
3595,Pedestrian,90.0,163.09,0.52,8.99
3596,Pedestrian,35.0,100.85,0.89,11.83
3597,Pedestrian,42.66000000000008,114.31,-2.13,11.07
3598,Pedestrian,24.33000000000004,55.83000000000001,-1.78,21.85
3599,Pedestrian,8.0,24.450000000000017,0.6,56.54
3600,Pedestrian,6.340000000000032,23.74000000000001,0.74,57.25
3601,Cyclist,21.110000000000014,33.599999999999994,1.86,37.95
3602,Cyclist,24.19999999999999,35.02000000000001,2.08,38.06
3603,Cyclist,23.8599999999999,49.94,-1.71,27.92
3604,Cyclist,18.389999999999986,35.52000000000001,-1.89,34.26
3605,Pedestrian,17.0,42.80000000000001,-2.27,27.49
3606,Pedestrian,24.67,39.78,-2.51,31.08
3607,Pedestrian,26.5,47.06,0.4,28.04
3608,Pedestrian,12.670000000000073,34.129999999999995,2.85,39.9
3609,Cyclist,222.85000000000014,175.25000000000003,2.74,6.76
3610,Cyclist,230.64,181.45,3.0,5.3
3611,Pedestrian,64.85000000000002,143.76999999999998,3.13,8.82
3612,Pedestrian,35.0,102.69,-1.88,14.24
3613,Pedestrian,99.79000000000002,186.4,3.03,5.25
3614,Cyclist,141.26999999999998,208.89000000000001,1.93,6.6
3615,Pedestrian,65.56,108.84,1.35,11.29
3616,Cyclist,60.85000000000002,121.80999999999997,-1.9,11.32
3617,Pedestrian,53.0,122.35999999999999,-1.01,10.14
3618,Cyclist,44.62000000000006,56.609999999999985,-1.09,23.16
3619,Pedestrian,34.0,97.56,-0.87,13.29
3620,Pedestrian,16.0,51.27000000000001,1.72,25.35
3621,Pedestrian,10.649999999999977,43.46000000000001,-0.89,29.69
3622,Pedestrian,10.5,44.18000000000001,-1.18,29.17
3623,Pedestrian,12.0,48.31,2.55,28.53
3624,Pedestrian,23.33000000000004,51.94,2.82,27.26
3625,Cyclist,65.20999999999998,74.03999999999996,2.15,16.57
3626,Cyclist,101.59,185.44000000000003,0.76,7.46
3627,Pedestrian,43.799999999999955,106.19000000000003,-1.74,11.31
3628,Pedestrian,148.73,217.84,2.19,3.28
3629,Pedestrian,135.32,215.41,0.59,4.69
3630,Pedestrian,72.81000000000006,178.63,1.1,8.33
3631,Pedestrian,91.43999999999994,169.54999999999998,1.03,8.32
3632,Pedestrian,83.58999999999997,191.17999999999998,1.6,6.7
3633,Pedestrian,64.67000000000007,152.28000000000003,-0.31,8.35
3634,Cyclist,62.960000000000036,89.05000000000001,-0.76,14.41
3635,Pedestrian,12.840000000000032,31.039999999999992,-3.01,38.38
3636,Person_sitting,49.02999999999997,100.29999999999998,1.65,12.29
3637,Pedestrian,68.32999999999998,147.14,0.44,8.11
3638,Pedestrian,42.670000000000016,129.46,2.09,10.34
3639,Pedestrian,64.0,133.03,1.99,9.87
3640,Pedestrian,20.0,54.97999999999999,1.86,21.87
3641,Pedestrian,19.670000000000073,48.79000000000002,-2.23,25.16
3642,Pedestrian,69.66000000000003,166.45000000000002,0.62,8.6
3643,Cyclist,62.450000000000045,83.80000000000001,-1.07,16.15
3644,Cyclist,61.91999999999996,102.51999999999998,1.88,12.67
3645,Pedestrian,13.670000000000073,36.860000000000014,-0.09,35.13
3646,Pedestrian,19.669999999999987,58.81,1.53,24.01
3647,Pedestrian,20.670000000000016,50.599999999999994,-1.9,23.65
3648,Cyclist,34.289999999999964,38.81999999999999,-0.84,34.68
3649,Pedestrian,19.340000000000032,52.670000000000016,2.9,25.47
3650,Pedestrian,21.339999999999975,44.91999999999999,2.91,26.13
3651,Pedestrian,18.33000000000004,41.94,0.03,30.34
3652,Pedestrian,11.670000000000073,41.83000000000001,3.14,30.45
3653,Pedestrian,16.33000000000004,51.879999999999995,0.5,26.9
3654,Pedestrian,15.0,49.859999999999985,0.69,27.53
3655,Pedestrian,8.659999999999968,28.870000000000005,-0.09,45.11
3656,Pedestrian,13.330000000000041,36.00999999999999,1.81,31.28
3657,Pedestrian,111.48000000000002,234.98,0.46,4.77
3658,Pedestrian,134.81000000000006,226.47,0.44,4.16
3659,Pedestrian,80.47000000000003,196.47,0.72,6.63
3660,Pedestrian,89.13,227.90999999999997,0.78,6.01
3661,Pedestrian,123.89999999999998,215.78,-2.76,5.22
3662,Pedestrian,23.160000000000082,68.26999999999998,1.25,17.8
3663,Pedestrian,23.93999999999994,64.38999999999999,1.45,21.87
3664,Pedestrian,13.339999999999918,56.69,1.5,21.67
3665,Pedestrian,18.25,53.920000000000016,1.3,21.25
3666,Cyclist,50.77999999999997,54.72,2.74,24.48
3667,Pedestrian,105.0,218.35,2.96,6.55
3668,Pedestrian,89.0,195.01,3.07,5.94
3669,Pedestrian,109.33999999999992,193.47,-0.64,5.49
3670,Pedestrian,22.0,61.69999999999999,-0.21,21.24
3671,Cyclist,18.870000000000005,35.81999999999999,-1.9,33.97
3672,Pedestrian,148.18,180.68,1.6,5.54
3673,Cyclist,91.15999999999997,115.53999999999996,1.14,11.65
3674,Cyclist,100.22000000000003,110.51000000000002,1.02,12.77
3675,Cyclist,30.00999999999999,51.58000000000001,1.73,24.77
3676,Pedestrian,15.329999999999984,47.47,-1.61,30.06
3677,Pedestrian,44.59,102.53999999999999,2.22,13.64
3678,Pedestrian,25.419999999999987,60.09,2.0,23.12
3679,Pedestrian,22.75,61.09,1.93,22.88
3680,Pedestrian,63.01999999999998,166.51,0.48,8.7
3681,Pedestrian,61.610000000000014,155.86999999999998,0.57,9.22
3682,Pedestrian,81.93999999999994,180.99999999999997,0.36,8.08
3683,Pedestrian,89.12,204.15,0.35,7.02
3684,Cyclist,47.86999999999989,92.66,-2.32,13.23
3685,Pedestrian,41.69999999999999,136.14999999999998,-1.15,9.94
3686,Pedestrian,23.470000000000027,104.06,-1.2,12.76
3687,Pedestrian,26.039999999999964,107.15,-1.21,12.25
3688,Pedestrian,29.0,89.11000000000001,1.0,14.81
3689,Cyclist,77.9899999999999,91.36999999999998,-2.1,15.32
3690,Cyclist,41.75999999999999,65.02000000000001,-1.9,18.89
3691,Cyclist,22.889999999999986,50.329999999999984,-1.71,24.2
3692,Cyclist,27.269999999999982,43.75999999999999,-2.0,28.19
3693,Pedestrian,19.78000000000003,80.44000000000003,-1.3,16.68
3694,Pedestrian,10.680000000000007,66.47999999999999,-1.34,19.89
3695,Pedestrian,14.21999999999997,67.74000000000001,-1.35,19.24
3696,Cyclist,158.8599999999999,178.3,2.46,4.54
3697,Pedestrian,13.189999999999998,30.689999999999998,1.79,44.63
3698,Pedestrian,82.66,174.76999999999998,0.49,7.78
3699,Cyclist,6.340000000000032,16.689999999999998,1.58,69.89
3700,Pedestrian,19.0,59.629999999999995,-1.45,21.35
3701,Pedestrian,17.670000000000073,62.44999999999999,-1.57,21.38
3702,Pedestrian,78.32999999999998,168.54999999999998,-2.85,8.04
3703,Pedestrian,68.66999999999985,174.23,1.91,7.57
3704,Pedestrian,32.00000000000006,74.93,3.05,17.32
3705,Pedestrian,58.329999999999984,115.99999999999997,-2.71,10.43
3706,Pedestrian,89.0,164.07999999999998,-2.57,8.49
3707,Pedestrian,86.91000000000003,183.18,0.38,7.44
3708,Cyclist,11.710000000000036,27.819999999999993,1.65,49.19
3709,Cyclist,10.920000000000073,26.060000000000002,1.61,49.73
3710,Cyclist,22.039999999999964,52.829999999999984,-1.62,24.54
3711,Pedestrian,152.33999999999992,232.34,-2.24,4.53
3712,Pedestrian,52.34000000000003,141.27000000000004,1.8,9.68
3713,Person_sitting,99.66000000000008,170.92999999999998,2.46,5.88
3714,Person_sitting,110.43999999999983,147.36,1.16,6.72
3715,Pedestrian,12.660000000000025,37.97,0.14,33.15
3716,Cyclist,55.799999999999955,44.109999999999985,-3.11,26.9
3717,Cyclist,37.82999999999993,69.48000000000002,-1.6,18.47
3718,Pedestrian,46.57999999999993,106.74000000000001,-0.4,11.78
3719,Pedestrian,46.39999999999998,106.02000000000001,-0.45,11.17
3720,Cyclist,9.569999999999936,21.420000000000016,-1.82,56.29
3721,Cyclist,24.389999999999986,29.310000000000002,2.11,44.46
3722,Pedestrian,116.66000000000008,236.17999999999998,-2.2,6.56
3723,Cyclist,96.82000000000005,76.21000000000001,-0.28,16.68
3724,Cyclist,69.82999999999993,61.44,-0.46,22.0
3725,Pedestrian,31.0,63.44999999999999,0.14,20.86
3726,Cyclist,42.559999999999945,38.98000000000002,-0.54,31.79
3727,Pedestrian,22.710000000000036,71.44999999999999,0.26,18.25
3728,Cyclist,27.909999999999968,43.609999999999985,-1.4,28.87
3729,Pedestrian,21.379999999999995,54.49000000000001,0.64,22.71
3730,Pedestrian,25.310000000000002,52.48000000000002,0.62,22.2
3731,Cyclist,78.13999999999999,69.16999999999999,-0.29,18.22
3732,Pedestrian,28.75999999999999,54.19999999999999,-2.75,21.35
3733,Pedestrian,33.370000000000005,66.63999999999999,-3.01,19.62
3734,Pedestrian,23.920000000000016,67.38,-2.82,20.83
3735,Pedestrian,49.710000000000036,95.25,3.02,12.91
3736,Pedestrian,45.69999999999996,97.88999999999999,0.34,11.57
3737,Pedestrian,68.26999999999998,202.2,1.5,7.35
3738,Pedestrian,53.75,142.66000000000003,3.02,9.25
3739,Cyclist,42.200000000000045,67.30000000000001,-1.84,19.99
3740,Pedestrian,113.42000000000002,224.76,-3.04,4.9
3741,Pedestrian,131.61,186.9,-2.74,4.24
3742,Cyclist,10.240000000000009,31.409999999999997,1.6,42.35
3743,Cyclist,32.180000000000064,48.95000000000002,-2.03,25.33
3744,Pedestrian,6.3700000000000045,20.189999999999998,-0.37,62.02
3745,Pedestrian,72.09999999999991,154.57,-0.79,8.9
3746,Cyclist,38.43999999999994,35.96000000000001,-0.12,34.94
3747,Cyclist,35.309999999999945,35.03,-0.14,38.35
3748,Cyclist,38.589999999999975,41.47,-0.96,29.94
3749,Cyclist,47.39000000000001,45.84,2.33,27.24
3750,Cyclist,18.960000000000036,41.81999999999999,-1.69,33.15
3751,Pedestrian,16.340000000000032,51.78,2.08,25.19
3752,Pedestrian,20.670000000000073,50.99000000000001,2.01,25.05
3753,Cyclist,235.33,188.51,2.04,4.17
3754,Cyclist,62.64999999999998,100.07000000000002,-1.76,13.54
3755,Cyclist,21.079999999999984,31.049999999999983,2.08,42.72
3756,Cyclist,20.980000000000018,46.22,-1.69,30.09
3757,Pedestrian,18.17999999999995,50.59,-1.74,26.34
3758,Pedestrian,33.460000000000036,87.48000000000002,0.48,13.11
3759,Pedestrian,37.380000000000024,75.75,2.13,18.07
3760,Pedestrian,17.529999999999973,57.71000000000001,1.81,23.77
3761,Cyclist,59.120000000000005,65.81000000000003,2.09,20.31
3762,Cyclist,43.75,48.53999999999999,-2.44,26.26
3763,Cyclist,42.870000000000005,39.81999999999999,-0.12,31.59
3764,Cyclist,38.690000000000055,37.94999999999999,-0.18,35.42
3765,Cyclist,31.149999999999977,29.069999999999993,-0.51,42.51
3766,Cyclist,42.079999999999984,44.54999999999998,-0.94,27.94
3767,Pedestrian,18.480000000000018,38.889999999999986,-2.96,33.24
3768,Pedestrian,16.68999999999994,32.610000000000014,0.82,37.88
3769,Pedestrian,45.66999999999996,103.56,-2.84,12.32
3770,Cyclist,87.79000000000008,85.5,3.1,14.55
3771,Cyclist,98.01999999999998,85.0,2.98,15.43
3772,Pedestrian,45.000000000000114,139.72,2.64,9.44
3773,Pedestrian,58.669999999999845,176.89999999999998,1.91,8.02
3774,Pedestrian,54.97000000000003,137.60999999999999,1.88,8.73
3775,Cyclist,15.990000000000009,16.870000000000005,2.43,71.55
3776,Pedestrian,22.850000000000023,62.77000000000001,1.04,20.36
3777,Pedestrian,92.18999999999994,198.25,2.67,7.35
3778,Pedestrian,57.319999999999936,140.38000000000002,2.41,9.37
3779,Cyclist,13.399999999999977,31.439999999999998,-1.71,40.94
3780,Cyclist,37.91999999999996,69.86000000000001,-1.6,18.38
3781,Pedestrian,108.42999999999995,230.87,0.59,5.07
3782,Pedestrian,99.38,247.2,0.68,4.72
3783,Pedestrian,81.95000000000005,185.41000000000003,-2.86,6.61
3784,Pedestrian,29.780000000000086,82.76999999999998,1.24,14.75
3785,Pedestrian,20.460000000000036,74.93,1.45,18.86
3786,Pedestrian,18.25999999999999,65.37,1.39,18.82
3787,Pedestrian,21.110000000000014,61.45000000000002,1.27,18.69
3788,Cyclist,34.599999999999966,42.609999999999985,2.34,29.7
3789,Cyclist,149.92999999999995,104.84999999999997,2.73,12.06
3790,Pedestrian,28.0,99.4,0.1,13.93
3791,Pedestrian,6.7999999999999545,19.889999999999986,3.11,64.96
3792,Pedestrian,16.410000000000025,21.690000000000026,0.24,63.3
3793,Cyclist,11.519999999999982,27.340000000000003,-1.66,50.18
3794,Pedestrian,16.0,41.10000000000002,-1.38,31.87
3795,Pedestrian,8.329999999999984,30.439999999999998,-1.34,41.7
3796,Pedestrian,10.0,32.610000000000014,-1.43,42.39
3797,Pedestrian,12.339999999999975,34.859999999999985,-1.24,41.34
3798,Pedestrian,31.340000000000032,80.53,-1.99,14.95
3799,Pedestrian,34.34000000000003,90.38,-2.29,15.12
3800,Cyclist,42.93999999999994,79.70000000000002,-1.73,17.07
3801,Pedestrian,15.330000000000041,41.5,1.85,32.65
3802,Pedestrian,10.669999999999987,43.890000000000015,-2.68,30.93
3803,Pedestrian,12.340000000000032,36.610000000000014,2.66,35.35
3804,Cyclist,86.50999999999999,118.78000000000003,-2.05,11.39
3805,Cyclist,37.960000000000036,70.06,-1.6,18.33
3806,Pedestrian,50.75999999999999,111.07,-1.87,10.93
3807,Cyclist,88.48000000000002,120.52000000000004,1.86,11.16
3808,Pedestrian,18.030000000000086,61.94,-1.69,19.48
3809,Cyclist,124.07999999999998,169.30000000000004,1.94,8.31
3810,Cyclist,87.57,129.78,1.91,11.35
3811,Cyclist,66.22000000000003,116.61999999999998,1.78,11.83
3812,Cyclist,25.500000000000057,52.46000000000001,1.69,25.51
3813,Pedestrian,14.330000000000041,49.91,1.03,27.41
3814,Cyclist,45.960000000000036,40.360000000000014,2.62,32.0
3815,Pedestrian,19.200000000000045,56.31999999999999,-1.54,21.43
3816,Pedestrian,17.0,33.53,0.85,36.88
3817,Pedestrian,13.199999999999989,37.48999999999998,1.97,31.3
3818,Pedestrian,33.73999999999995,105.24000000000001,-1.89,13.0
3819,Pedestrian,31.58000000000004,83.37000000000003,0.69,15.92
3820,Pedestrian,27.27000000000004,84.25,1.18,16.67
3821,Cyclist,55.75,53.04000000000002,-2.76,24.88
3822,Pedestrian,204.16,218.62,-1.87,4.05
3823,Pedestrian,91.34,200.06,-1.78,4.94
3824,Pedestrian,91.4,201.33,-1.53,5.26
3825,Pedestrian,83.0,185.27,-2.17,7.58
3826,Pedestrian,67.00000000000003,174.70999999999998,-1.67,7.63
3827,Cyclist,38.31,84.48000000000002,1.57,16.35
3828,Pedestrian,23.329999999999927,66.82000000000002,1.37,19.93
3829,Pedestrian,16.0,46.390000000000015,-1.57,27.37
3830,Pedestrian,15.659999999999968,48.34,-1.6,27.5
3831,Cyclist,26.409999999999968,37.80000000000001,1.98,31.53
3832,Pedestrian,86.33999999999997,147.17,-3.01,8.66
3833,Cyclist,13.07000000000005,29.680000000000007,-1.81,40.84
3834,Pedestrian,62.670000000000016,151.60000000000002,0.29,8.38
3835,Pedestrian,68.75,139.42000000000002,0.55,9.08
3836,Pedestrian,17.90000000000009,63.68000000000001,-1.42,21.01
3837,Pedestrian,189.75000000000003,214.89,-2.01,4.75
3838,Pedestrian,85.72999999999996,202.35,-1.9,5.71
3839,Pedestrian,75.48,200.98,-1.65,6.08
3840,Pedestrian,71.45,164.50999999999996,-1.38,8.1
3841,Pedestrian,65.05000000000001,166.73999999999998,-2.23,8.36
3842,Pedestrian,60.619999999999976,170.42,-1.83,7.45
3843,Pedestrian,77.60000000000002,158.66,-1.75,8.35
3844,Cyclist,31.99000000000001,70.50999999999999,1.59,19.39
3845,Pedestrian,24.49000000000001,62.18000000000001,1.38,21.39
3846,Pedestrian,13.350000000000023,45.74000000000001,-1.57,27.75
3847,Pedestrian,15.92999999999995,47.75,-1.65,27.84
3848,Pedestrian,67.32999999999993,160.01000000000002,-3.08,8.58
3849,Cyclist,123.29000000000002,167.21,1.98,8.64
3850,Pedestrian,41.799999999999955,79.30000000000001,-1.8,18.24
3851,Cyclist,22.24000000000001,38.84,-1.9,33.95
3852,Cyclist,45.42000000000007,105.57,1.31,13.51
3853,Person_sitting,41.80000000000001,69.34,-1.42,14.22
3854,Person_sitting,42.710000000000036,68.18,-1.37,14.23
3855,Person_sitting,34.69999999999999,63.150000000000006,1.77,15.16
3856,Pedestrian,29.660000000000025,93.43,-1.46,14.4
3857,Pedestrian,36.360000000000014,88.38,1.92,15.05
3858,Pedestrian,25.66999999999996,68.27000000000001,2.75,19.4
3859,Pedestrian,20.66999999999996,54.420000000000016,0.61,23.87
3860,Pedestrian,17.340000000000032,56.129999999999995,1.16,24.43
3861,Cyclist,50.039999999999964,43.97999999999999,2.79,29.4
3862,Cyclist,50.85000000000002,75.21000000000001,-1.95,18.58
3863,Pedestrian,26.339999999999975,87.21000000000001,0.34,14.64
3864,Cyclist,107.3599999999999,132.13,2.85,9.09
3865,Cyclist,109.76999999999998,142.60999999999999,-2.0,10.22
3866,Pedestrian,35.0,69.51999999999998,-2.7,19.56
3867,Pedestrian,22.33000000000004,67.71000000000001,-2.7,19.9
3868,Pedestrian,67.0,160.29,-2.96,8.56
3869,Pedestrian,75.0,148.88,0.44,8.36
3870,Pedestrian,37.31,101.62,1.96,13.62
3871,Cyclist,44.440000000000055,75.27000000000001,-1.27,18.15
3872,Pedestrian,20.99000000000001,59.08000000000001,2.95,22.9
3873,Person_sitting,53.01999999999998,111.19,1.62,11.18
3874,Pedestrian,74.69000000000003,165.60999999999999,0.4,8.54
3875,Cyclist,73.23000000000002,93.28000000000003,-2.3,13.83
3876,Cyclist,7.509999999999991,17.890000000000015,1.64,76.0
3877,Cyclist,7.210000000000036,16.930000000000007,1.62,76.11
3878,Pedestrian,61.0,165.54999999999998,3.12,7.81
3879,Pedestrian,12.009999999999991,31.19999999999999,-2.81,38.14
3880,Pedestrian,20.66999999999996,57.05000000000001,0.27,22.19
3881,Pedestrian,37.0,121.81,-0.54,11.59
3882,Pedestrian,58.0,160.89999999999998,1.02,8.69
3883,Pedestrian,54.65999999999997,138.48000000000002,1.09,9.78
3884,Pedestrian,55.0,157.32999999999998,0.79,8.75
3885,Pedestrian,57.33000000000004,163.46999999999997,1.03,8.35
3886,Pedestrian,32.67000000000007,78.14000000000001,1.36,16.61
3887,Pedestrian,29.659999999999968,82.06,1.38,16.78
3888,Pedestrian,28.0,71.97,1.33,18.35
3889,Pedestrian,22.999999999999943,75.82,1.45,17.43
3890,Pedestrian,27.0,75.85,1.31,17.34
3891,Pedestrian,20.66999999999996,66.48000000000002,1.36,17.75
3892,Pedestrian,24.329999999999984,74.58999999999997,1.31,18.04
3893,Pedestrian,15.659999999999968,43.49000000000001,1.05,29.26
3894,Pedestrian,69.33999999999992,220.11,-2.07,4.73
3895,Pedestrian,33.539999999999964,95.32000000000002,-2.02,14.56
3896,Pedestrian,76.51000000000002,187.44,2.1,7.25
3897,Pedestrian,30.170000000000073,55.44999999999999,2.32,20.3
3898,Pedestrian,21.620000000000005,66.36000000000001,-0.68,18.44
3899,Pedestrian,17.519999999999982,53.97,1.63,23.4
3900,Pedestrian,15.509999999999991,49.06,-1.51,26.48
3901,Pedestrian,9.32000000000005,35.629999999999995,1.6,35.42
3902,Pedestrian,11.0,31.19999999999999,1.41,40.82
3903,Cyclist,119.84999999999991,105.44,-0.5,12.37
3904,Pedestrian,23.690000000000055,65.16999999999999,-2.06,19.87
3905,Pedestrian,233.39,255.84,2.52,2.96
3906,Pedestrian,150.31,274.45,2.55,3.28
3907,Pedestrian,38.67999999999995,92.9,3.08,13.58
3908,Cyclist,88.38,79.53,2.94,15.64
3909,Cyclist,83.52999999999997,83.88,2.74,15.47
3910,Pedestrian,43.75,118.09000000000003,2.6,11.11
3911,Pedestrian,44.569999999999936,142.42999999999998,2.18,9.8
3912,Pedestrian,32.069999999999936,112.21000000000001,2.56,10.53
3913,Cyclist,28.690000000000055,45.349999999999994,-2.01,27.26
3914,Cyclist,37.190000000000055,75.20000000000002,1.68,16.65
3915,Pedestrian,92.33000000000001,184.04,0.6,7.39
3916,Pedestrian,87.66,169.32999999999998,0.48,8.23
3917,Cyclist,161.57,203.33,2.25,4.14
3918,Cyclist,170.0,193.44,1.92,6.39
3919,Cyclist,17.730000000000018,38.77000000000001,1.68,35.59
3920,Cyclist,15.509999999999991,36.22,1.62,36.04
3921,Cyclist,12.789999999999964,25.92999999999998,1.69,50.6
3922,Cyclist,28.549999999999955,50.33000000000001,-1.78,26.41
3923,Pedestrian,12.340000000000032,35.46000000000001,0.77,34.87
3924,Cyclist,62.95999999999992,100.10999999999999,-1.76,13.52
3925,Pedestrian,8.769999999999982,25.869999999999976,-0.28,48.48
3926,Pedestrian,47.329999999999984,130.49,-2.02,10.75
3927,Pedestrian,43.33000000000004,72.15,2.3,15.76
3928,Pedestrian,30.670000000000016,79.95000000000002,0.95,15.39
3929,Pedestrian,24.670000000000073,65.81,1.48,19.32
3930,Pedestrian,17.0,54.900000000000006,-1.55,23.72
3931,Pedestrian,11.340000000000032,41.389999999999986,1.66,30.54
3932,Pedestrian,54.0,146.48,2.78,9.31
3933,Cyclist,26.24000000000001,25.230000000000018,-0.05,49.67
3934,Cyclist,25.659999999999968,25.710000000000008,-0.09,52.13
3935,Pedestrian,14.910000000000082,25.44999999999999,-3.07,50.82
3936,Pedestrian,14.319999999999993,27.840000000000003,0.26,49.38
3937,Cyclist,37.870000000000005,69.65,-1.6,18.43
3938,Pedestrian,45.34999999999991,99.63,-0.88,12.57
3939,Pedestrian,0.10999999999989996,13.52000000000001,-0.86,11.81
3940,Pedestrian,6.0,30.639999999999986,1.08,41.4
3941,Pedestrian,43.66999999999996,151.27999999999997,0.3,8.47
3942,Cyclist,61.780000000000086,83.63000000000002,-1.08,16.18
3943,Cyclist,71.95999999999998,116.79999999999998,1.89,11.21
3944,Pedestrian,16.0,37.49000000000001,-0.04,34.54
3945,Pedestrian,18.5,62.650000000000006,1.55,22.57
3946,Pedestrian,20.67,53.96000000000001,-1.87,22.21
3947,Cyclist,34.27999999999997,39.06999999999999,-0.85,34.44
3948,Pedestrian,22.0,55.910000000000025,2.92,24.04
3949,Pedestrian,18.0,47.76000000000002,2.94,24.62
3950,Pedestrian,18.340000000000032,43.10000000000002,0.08,29.52
3951,Pedestrian,18.33000000000004,43.03,-3.1,29.63
3952,Pedestrian,30.49000000000001,66.76999999999998,-2.56,20.36
3953,Pedestrian,23.620000000000005,65.38,-2.59,20.6
3954,Pedestrian,38.0,86.28999999999999,2.95,14.14
3955,Pedestrian,35.66999999999999,88.95999999999998,0.34,12.67
3956,Pedestrian,58.48000000000002,152.57999999999998,-1.52,8.67
3957,Pedestrian,92.32999999999993,181.46,2.48,7.74
3958,Pedestrian,95.0,169.35,2.56,7.78
3959,Pedestrian,29.289999999999964,66.28999999999999,-2.21,17.79
3960,Pedestrian,50.50999999999999,125.73999999999998,1.77,10.17
3961,Pedestrian,32.36999999999995,95.26999999999998,1.51,13.25
3962,Pedestrian,25.480000000000018,76.93,1.38,18.61
3963,Pedestrian,26.449999999999932,72.88999999999999,1.31,18.68
3964,Cyclist,116.68000000000006,84.39000000000001,2.81,14.89
3965,Pedestrian,24.670000000000016,82.05000000000001,0.06,16.81
3966,Pedestrian,72.6099999999999,144.85999999999999,-0.29,8.83
3967,Cyclist,18.649999999999977,29.549999999999983,1.9,40.01
3968,Pedestrian,111.33999999999992,230.68,0.57,5.1
3969,Pedestrian,56.66999999999996,150.39999999999998,1.33,9.6
3970,Pedestrian,54.66000000000008,131.24,1.24,9.54
3971,Pedestrian,48.65999999999997,110.4,0.97,10.58
3972,Cyclist,18.230000000000018,37.370000000000005,1.47,32.71
3973,Pedestrian,100.32999999999998,235.62,1.7,4.84
3974,Pedestrian,69.0,150.23999999999998,1.06,8.87
3975,Cyclist,37.00999999999999,68.82000000000002,-1.77,20.53
3976,Pedestrian,59.33000000000004,176.23999999999998,0.81,7.89
3977,Pedestrian,102.31999999999994,230.8,0.91,4.9
3978,Pedestrian,11.0,32.21000000000001,-1.69,41.17
3979,Pedestrian,81.19000000000005,172.88,2.54,7.87
3980,Pedestrian,29.100000000000023,70.16999999999999,-1.87,18.03
3981,Cyclist,21.039999999999964,44.83000000000001,-1.63,31.66
3982,Cyclist,8.610000000000014,28.360000000000014,-1.57,46.76
3983,Pedestrian,42.0,124.82000000000002,-2.25,10.02
3984,Pedestrian,22.670000000000016,71.25999999999999,-2.0,17.35
3985,Pedestrian,61.559999999999945,130.51000000000002,-1.94,9.35
3986,Cyclist,268.74,214.88,2.05,4.82
3987,Pedestrian,23.549999999999955,68.78,-1.71,17.55
3988,Cyclist,24.930000000000064,45.26999999999998,-1.76,29.27
3989,Pedestrian,58.0,179.56000000000003,-1.64,7.38
3990,Pedestrian,72.32999999999993,186.20999999999998,-1.74,7.49
3991,Pedestrian,78.33999999999997,188.06,-1.16,7.35
3992,Cyclist,283.06,202.55,2.11,3.23
3993,Cyclist,114.37,168.84999999999997,1.95,8.6
3994,Pedestrian,26.339999999999918,72.91,-1.95,18.29
3995,Pedestrian,19.33000000000004,50.75,2.17,24.92
3996,Pedestrian,30.0,84.41,-1.56,14.33
3997,Pedestrian,50.870000000000005,145.31,1.7,8.95
3998,Pedestrian,60.66000000000008,158.58999999999997,2.92,7.49
3999,Person_sitting,59.35000000000002,124.72,1.59,10.07
4000,Cyclist,22.879999999999995,35.390000000000015,1.88,36.07
4001,Cyclist,30.620000000000005,29.25999999999999,-0.06,42.86
4002,Cyclist,29.170000000000073,29.30000000000001,-0.09,45.81
4003,Cyclist,25.939999999999998,35.78,-1.22,34.67
4004,Pedestrian,13.699999999999932,29.589999999999975,-2.91,43.71
4005,Pedestrian,14.870000000000005,32.370000000000005,0.32,42.45
4006,Cyclist,44.24000000000001,75.03999999999999,-1.9,17.59
4007,Pedestrian,87.67000000000002,165.14,-2.98,8.88
4008,Pedestrian,32.31999999999999,91.05999999999997,-1.61,14.69
4009,Pedestrian,23.720000000000027,55.03,-1.21,23.33
4010,Pedestrian,36.33,85.31,-2.5,15.73
4011,Pedestrian,26.430000000000007,51.629999999999995,-1.07,26.92
4012,Pedestrian,30.17,78.91999999999999,2.18,15.79
4013,Pedestrian,34.91999999999999,57.120000000000005,-1.05,25.39
